"id","finance_info"
"30341","05/02/2022 -  (by Daiane) 
"
"30342","05/02/2022 -  (by Daiane) 
"
"30343","05/02/2022 -  (by Daiane) 
"
"30345","05/02/2022 -  (by Daiane) 
"
"30346","05/02/2022 -  (by Daiane) 
"
"30348","05/02/2022 -  (by Daiane) 
"
"30349","05/02/2022 -  (by Daiane) 
"
"30350","05/02/2022 -  (by Daiane) 
"
"30351","05/02/2022 - Per Nadal our tarp had small holes. No charge (by Daiane) 
"
"30352","05/23/2022 -  (by Cynthia) 
05/23/2022 - RECD MESSAGE THAT NICK CALLED IN AS HIS MOM WANTS TO PAY VIA DEBIT CARD..813-789-2185 CALLED NICK BACK AND ADVSD OF THE CC FEE...HE AGREED TO SEND OUT THE PAYMENT VIA CHECK.. (by Cynthia) 
05/18/2022 - Called insured and explained that Heritage did not give us authorization to bill them since they were not able to determine coverage at this point. He couldn't confirm if he received the invoice. I re-sent via email an regular mail along with WA. He stated that Heritage will conduct an inspection with their own people next week and he will know weather they are paying our invoice or not. He is aware that he is responsible to pay our invoice (by Ana Silva) 
05/06/2022 - Per Michelle job billed directly to the HO. (by Daiane) 
05/06/2022 - Heritage - HO called the assignment in directly after-hours on Saturday (4/30/22) Morning. (by Kyle Bauer) 
"
"30353","05/03/2022 - Billing letter mailed to the customer. (by Daiane) 
05/02/2022 -  (by Ana Silva) 
"
"30354","06/29/2022 - Pymt not received yet. Will ask Michelle how to proceed. (by Ana Silva) 
06/23/2022 -  (by Cynthia) 
06/23/2022 - per gayle payment for both logan invoices was mailed out last week...if we don't get it by monday..i'll advise michelle to put them on hold (by Cynthia) 
06/16/2022 - Called Gayle about the two invoices related to the same homeowner. She requested to resend them by email so she can forward that to accounting (which I did that previously). I sent her another email with copy of the two invoices to confirm if pymt was sent. (by Ana Silva) 
06/16/2022 - Called Gayle about the two invoices related to the same homeowner. She requested to resend them by email so she can forward that to accounting (which I did that previously). I sent her another email with copy of the two invoices to confirm if pymt was sent. (by Ana Silva) 
06/08/2022 - Gayle responded stating that she sent the invoice to the accounting dpt. (by Ana Silva) 
06/08/2022 - Sent friendly reminder to Gayle - 30 days (by Ana Silva) 
05/02/2022 -  (by Daiane) 
"
"30355","05/02/2022 -  (by Ana Silva) 
05/02/2022 - Please send the photos to the insured and a copy of the paid invoice (by Kyle Bauer) 
"
"30357","06/16/2022 - Received response form Lauren Bellomo lauren@btastax.com, check was sent out Friday 06/11, we should be getting it any day. (by Ana Silva) 
06/14/2022 - Called James Durkin, he stated that the invoice was approved and sent for payment about 2 weeks ago. He requested to send him an email and he will provide accounting information. He also stated that Danny is no longer with them. (by Ana Silva) 
06/08/2022 - Sent friendly email - 30 days (by Ana Silva) 
05/02/2022 -  (by Daiane) 
"
"30358","06/08/2022 - Received email from Gail confirming that check was mailed out today. (by Ana Silva) 
06/08/2022 - Sent friendly reminder email - 30 days (by Ana Silva) 
05/02/2022 -  (by Daiane) 
"
"30360","05/02/2022 - Aeret Restoration (by Kyle Bauer) 
"
"30361","06/06/2022 -  (by Cynthia) 
05/03/2022 -  (by Daiane) 
"
"30362","06/20/2022 - 45 days letter mailed to the homeowner. (by Ana Silva) 
06/13/2022 - Sent friendly reminder email - 30 days (by Ana Silva) 
05/04/2022 - Billing letter mailed to the customer. (by Daiane) 
05/03/2022 -  (by Daiane) 
"
"30363","05/04/2022 - Billing letter mailed to the customer. (by Daiane) 
05/03/2022 -  (by Daiane) 
05/03/2022 -  (by Daiane) 
"
"30364","05/03/2022 -  (by Daiane) 
"
"30365","06/08/2022 - Sent friendly reminder email - 30 days (by Ana Silva) 
05/03/2022 -  (by Daiane) 
"
"30366","06/08/2022 -  (by Ana Silva) 
05/03/2022 -  (by Daiane) 
"
"30367","06/06/2022 -  (by Cynthia) 
05/03/2022 -  (by Daiane) 
"
"30368","05/05/2022 - Billing letter mailed to the customer. (by Daiane) 
05/04/2022 -  (by Daiane) 
"
"30369","06/14/2022 -  (by Cynthia) 
05/05/2022 -  (by Daiane) 
05/05/2022 - Please bill PRN for a trip charge. The HO never showed for appointment, I have several notes in PRN about what happened and that we will be billing a trip charge since it was a scheduled appointment and the HO never showed. (by Kyle Bauer) 
05/03/2022 - PRN/Centauri (by Kyle Bauer) 
"
"30370","05/03/2022 -  (by Daiane) 
"
"30371","06/30/2022 - EMAILED ADJUSTER FOR PAYMENT STATUS.NO NEW NOTES IN ALACRITY.. (by Cynthia) 
06/14/2022 -  (by Cynthia) 
06/14/2022 - AS PER NOTES IN ALACRITY..FILE APPROVED & CLOSED ON 6/9/2022-EMAILING ADJUSTER FOR PAYMENT INFO.. EMAILED & ADDED NOTE TO THE ADJUSTER: Anthony Jackson
Phone:	(866) 274-5677 option 2141
Email:	Anthony_Jackson@asicorp.org (by Cynthia) 
05/09/2022 - Billing letter mailed to the customer. (by Daiane) 
05/06/2022 -  (by Daiane) 
05/03/2022 - Alacrity/ASI (by Daiane) 
"
"30372","05/04/2022 -  (by Daiane) 
"
"30373","05/05/2022 -  (by Daiane) 
"
"30374","05/05/2022 -  (by Daiane) 
"
"30377","06/27/2022 - Received email back from the adjuster, invoice will be reviewed. (by Ana Silva) 
06/27/2022 - Called adjuster, left msg. Sent him another email (by Ana Silva) 
06/14/2022 - Received out of the office email. Back up Bill Bulliner willis.bulliner@libertymutual.com. Sent email to him as well. (by Ana Silva) 
06/14/2022 - Added a note in Symbility and also sent an email to the adjuster requesting payment status. (by Ana Silva) 
05/05/2022 - Sent initial letter via email (by Daiane) 
05/04/2022 -  (by Daiane) 
"
"30380","06/20/2022 - 45 days emailed to homeowner. (by Ana Silva) 
06/20/2022 - Called adjuster to obtain status of pymt, left msg. (by Ana Silva) 
06/13/2022 -  (by Ana Silva) 
06/13/2022 - Sent friendly reminder email - 30 days (by Ana Silva) 
05/05/2022 - Sent initial letter via email (by Daiane) 
05/04/2022 -  (by Daiane) 
05/04/2022 - Frontline Portal (by Kyle Bauer) 
"
"30382","06/29/2022 - Sent another email to Alexia for a follow up. (by Ana Silva) 
06/16/2022 - Sent email to Alexia with invoices over 30 days to check status. (by Ana Silva) 
05/06/2022 -  (by Daiane) 
"
"30383","06/29/2022 - Called Mike regarding status of pymt. He stated that USAA and contractor are rejecting the sq of the area that it was tarped. Mike spoke to Michelle about it last week. He stated that as soon as the contractor sends the drawing or any update he will let us know. (by Ana Silva) 
06/21/2022 - Sent an email asking for an update. (by Ana Silva) 
06/20/2022 - Asking Michelle what to do since we have not received a response/check. (by Ana Silva) 
06/13/2022 - Sent friendly reminder email - 30 days (by Ana Silva) 
05/05/2022 -  (by Daiane) 
"
"30385","05/06/2022 - Sent initial letter via email (by Daiane) 
05/05/2022 -  (by Daiane) 
05/04/2022 - Nexxus & Alacrity Portal/ASI (by Kyle Bauer) 
"
"30386","05/24/2022 - SPOKE TO OCTAVIOUS W/CUST SVC: ADVSD PAYMENT IN FULL RELEASED TO US DIRECTLY(BOCA OFFICE) ON 5/19/2022 (by Cynthia) 
05/09/2022 -  (by Daiane) 
"
"30387","05/11/2022 - W9 sent to Ready5 (by Ana Silva) 
05/05/2022 -  (by Daiane) 
"
"30388","05/06/2022 - Sent initial letter via email (by Daiane) 
05/05/2022 -  (by Daiane) 
05/04/2022 - Frontline Portal (by Kyle Bauer) 
"
"30389","05/06/2022 -  (by Daiane) 
"
"30390","05/05/2022 - All Claims (by Kyle Bauer) 
"
"30392","05/06/2022 -  (by Daiane) 
"
"30393","05/06/2022 - Sent initial letter via email (by Daiane) 
05/05/2022 -  (by Daiane) 
05/05/2022 - Edison - HO called this one in directly on 5/5/22 10:08am. Called from 239-207-4071. (by Kyle Bauer) 
"
"30394","05/06/2022 - Billing letter mailed to the customer. (by Daiane) 
05/05/2022 -  (by Daiane) 
05/05/2022 - Melony from FL Penn called this assignment in at 11:15am. Contact number for Melony is 404-750-4005 (by Kyle Bauer) 
"
"30396","05/06/2022 -  (by Daiane) 
05/06/2022 - Added payment of $395.84 to the Inv 11087 + ($250.00 Service Call paid on 05/05/22) (by Kyle Bauer) (by Daiane) 
05/06/2022 - No WA needed since they paid for the job before hand. Please send a copy of the invoice to Aless once paid. Her email is office@oceanbreezem.com (by Kyle Bauer) 
05/05/2022 - Ocean Breeze Community Management, LLC
Aless Hall
Office@oceanbreezem.com
Sent $250.00 service call authorization via docusign. Inv 11087 $250.00 paid (by Kyle Bauer) 
"
"30397","05/05/2022 - Received check at the wiles address - reopened the Job to process pymt. (by Ana Silva) 
05/05/2022 -  (by Ana Silva) 
"
"30398","06/14/2022 -  (by Cynthia) 
05/06/2022 -  (by Daiane) 
05/05/2022 - PRN/American Int - Xact Portal (by Kyle Bauer) 
"
"30399","06/29/2022 - Called Mike regarding status of pymt. He stated that USAA and contractor are rejecting the sq of the area that it was tarped. Mike spoke to Michelle about it last week. He stated that as soon as the contractor sends the drawing or any update he will let us know. (by Ana Silva) 
06/21/2022 - Sent an email asking for an update. (by Ana Silva) 
06/20/2022 - Asking Michelle what to do since we have not received a response/check. (by Ana Silva) 
06/13/2022 - Sent friendly reminder email - 30 days (by Ana Silva) 
05/09/2022 -  (by Daiane) 
"
"30400","06/13/2022 - PAS FUNDS ACCEPTED ON 6/9--NOT PAID TO US YET..ADDED NOTE REQUESTING WHEN WILL THEY BE AVAILABLE/PROCESSED.. (by Cynthia) 
05/25/2022 - ERROR IN XACT NOTES FROM ADJUSTER: The notes do not have anything to do with the payment issued for the tarp/tree. ASHLEE ROCKHILL888-929-4222 ext:6390  ashlee.rochilll@autoclubfl.com (by Cynthia) 
05/19/2022 -  (by Cynthia) 
05/19/2022 - PER XACT NOTES FROM ADJUSTER: Ashlee.Rockhill@autoclubfl.com  FILE APPROVED 5/17/2022 (by Cynthia) 
05/10/2022 - Billing letter mailed to the customer. (by Daiane) 
05/09/2022 -  (by Daiane) 
05/06/2022 - Alacrity/ACICF (by Kyle Bauer) 
"
"30401","06/29/2022 - Pymt not received yet. Will ask Michelle how to proceed. (by Ana Silva) 
06/23/2022 -  (by Cynthia) 
06/23/2022 - per gayle payment for both logan invoices was mailed out last week...if we don't get it by monday..i'll advise michelle to put them on hold (by Cynthia) 
06/16/2022 - Called Gayle about the two invoices related to the same homeowner. She requested to resend them by email so she can forward that to accounting (which I did that previously). I sent her another email with copy of the two invoices to confirm if pymt was sent. (by Ana Silva) 
05/10/2022 -  (by Daiane) 
05/06/2022 - Rytech South Florida (by Kyle Bauer) 
"
"30402","05/06/2022 -  (by Daiane) 
05/06/2022 - All Claims (by Kyle Bauer) 
"
"30403","06/14/2022 -  (by Cynthia) 
05/09/2022 -  (by Daiane) 
05/06/2022 - PRN/Centauri (by Kyle Bauer) 
"
"30404","05/09/2022 -  (by Daiane) 
"
"30405","05/09/2022 -  (by Daiane) 
"
"30406","05/09/2022 -  (by Daiane) 
"
"30408","05/11/2022 -  (by Daiane) 
"
"30409","05/09/2022 - Frontline Portal (by Kyle Bauer) 
"
"30410","05/10/2022 -  (by Daiane) 
"
"30411","05/10/2022 -  (by Daiane) 
"
"30412","06/14/2022 -  (by Cynthia) 
05/10/2022 -  (by Daiane) 
"
"30413","05/10/2022 -  (by Daiane) 
"
"30414","05/17/2022 -  (by Daiane) 
"
"30415","06/14/2022 -  (by Cynthia) 
05/11/2022 -  (by Daiane) 
"
"30417","05/12/2022 -  (by Daiane) 
"
"30418","05/12/2022 -  (by Daiane) 
"
"30419","05/12/2022 -  (by Daiane) 
05/11/2022 - PRN/Centauri - PRN Portal (by Kyle Bauer) 
"
"30420","05/12/2022 -  (by Daiane) 
"
"30421","06/21/2022 -  (by Cynthia) 
05/20/2022 -  (by Daiane) 
"
"30422","06/27/2022 - Received email from Tiana, pymt issued to us  06/24 (by Ana Silva) 
06/24/2022 - Sent friendly reminder emailto DA. (by Ana Silva) 
06/15/2022 -  (by Cynthia) 
05/20/2022 -  (by Daiane) 
05/18/2022 - Invoice 11140 is ready. (by Daiane) 
05/17/2022 - We will be billing the carrier $1,250.00 for this job. The subrogation adjuster Tiana Block has approved this on 5/17. (by Kyle Bauer) 
05/12/2022 - Per Gus we will charge $1,000 for this job. (by Kyle Bauer) 
"
"30423","06/17/2022 - Called Linda she stated that she has not received approval for this invoice. Requested to be sent to her again. (by Ana Silva) 
06/14/2022 -  (by Cynthia) 
06/14/2022 -  (by Cynthia) 
05/12/2022 -  (by Daiane) 
"
"30424","05/12/2022 -  (by Daiane) 
05/12/2022 - HERITAGE (by Cynthia) 
"
"30425","05/16/2022 - Sent initial letter via email (by Daiane) 
05/13/2022 -  (by Daiane) 
05/13/2022 - HO completed the Work Authorizations Forms via Docusign, they have been added to the job folder on the Google drive. (by Kyle Bauer) 
05/13/2022 - TradesPlus/Security First - TradesPlus Portal - Please Split the Estimates (by Kyle Bauer) 
05/12/2022 - TradesPlus/Security First - TradesPlus Portal - The Tree Removal and Roof Tarp came over in separate assignments in TradesPlus. (by Kyle Bauer) 
"
"30426","06/14/2022 -  (by Cynthia) 
06/14/2022 - PER ADJUSTER NOTE IN ALACNET: 	PIF $688.80 06/08/22  CHRYSTAL JOHNSON (by Cynthia) 
05/16/2022 - Sent initial letter via email (by Daiane) 
05/13/2022 -  (by Daiane) 
"
"30427","05/24/2022 -  (by Daiane) 
05/13/2022 - TradesPlus/Security First - TradesPlus Portal (by Kyle Bauer) 
"
"30428","05/12/2022 - PRN/American Integrity - Xact Portal (by Kyle Bauer) 
"
"30429","06/17/2022 - Received response from Donnell "" Coverage is pending. Once a coverage decision has been made, we will address invoice for payment."" (by Ana Silva) 
06/14/2022 -  (by Cynthia) 
05/16/2022 - Billing letter mailed to the customer. (by Daiane) 
05/13/2022 -  (by Daiane) 
"
"30430","05/13/2022 - Direct Bill - $250.00 has been collected for the estimate. HO completed the Credit Card Form in Docusign. (by Kyle Bauer) 
"
"30431","05/13/2022 - Slide - Include the adjuster when sending invoice (by Kyle Bauer) 
"
"30432","05/19/2022 -  (by Daiane) 
05/13/2022 - Heritage - Heritage Portal (by Kyle Bauer) 
"
"30433","05/17/2022 - Sent initial letter via email (by Daiane) 
05/16/2022 -  (by Daiane) 
05/13/2022 - Sedgwick/UPC - Xact Portal (by Kyle Bauer) 
"
"30434","05/16/2022 -  (by Daiane) 
05/14/2022 - HO needed a 30x45 tarp, and 30 sandbags. I called the HO, to let her know the total for the tarp is $1,500. Please charge her credit card for $1,350 on Monday, this is the remaining balance after subtracting the $250 she paid for the estimate, and the 4% credit card fee. Her credit card info can be found in Docusign. (by Kyle Bauer) 
"
"30435","05/16/2022 -  (by Daiane) 
"
"30436","05/16/2022 -  (by Daiane) 
"
"30439","05/19/2022 -  (by Daiane) 
"
"30440","05/18/2022 - Sent initial letter via email (by Daiane) 
05/17/2022 -  (by Daiane) 
"
"30441","05/16/2022 -  (by Daiane) 
"
"30442","06/21/2022 -  (by Cynthia) 
05/20/2022 -  (by Daiane) 
05/16/2022 - PRN/Frontline - This assignment came via email. Michelle advised the prices are the same (1 & 2 story - $250.00, 3 story - $350.00). (by Kyle Bauer) 
"
"30443","05/16/2022 -  (by Daiane) 
"
"30444","06/29/2022 - Sent another email to Alexia for a follow up. (by Ana Silva) 
06/16/2022 - Sent email to Alexia with invoices over 30 days to check status. (by Ana Silva) 
05/16/2022 -  (by Daiane) 
"
"30445","05/19/2022 -  (by Daiane) 
"
"30447","05/17/2022 -  (by Daiane) 
"
"30449","05/19/2022 -  (by Daiane) 
"
"30450","06/21/2022 -  (by Cynthia) 
05/17/2022 -  (by Daiane) 
05/17/2022 - PRN/American Integrity - Xact Portal (by Kyle Bauer) 
"
"30451","05/17/2022 -  (by Daiane) 
"
"30452","05/18/2022 - Billing letter mailed to the customer. (by Daiane) 
05/17/2022 -  (by Daiane) 
05/17/2022 - The adjuster advised to send the billing packet be sent directly to him. (by Kyle Bauer) 
05/17/2022 - American Integrity - This assignment came directly from the adjuster Joey Vanderbilt via email. (by Kyle Bauer) 
"
"30453","05/19/2022 -  (by Daiane) 
05/18/2022 - The Work Authorization was signed by the HO's wife Jie Jiang who is listed on the property appraiser. (by Kyle Bauer) 
"
"30454","05/18/2022 -  (by Daiane) 
"
"30455","05/18/2022 -  (by Daiane) 
"
"30456","05/19/2022 -  (by Daiane) 
"
"30457","05/18/2022 -  (by Daiane) 
"
"30458","05/19/2022 - Sent initial letter via email (by Daiane) 
05/18/2022 -  (by Daiane) 
"
"30459","05/26/2022 -  (by Daiane) 
"
"30460","05/20/2022 -  (by Daiane) 
05/19/2022 - Bay Area DKI - Please bill for $1,500. (by Kyle Bauer) 
"
"30461","05/20/2022 -  (by Daiane) 
05/19/2022 - PRN/American Integrity - Xact Portal (by Kyle Bauer) 
"
"30462","06/22/2022 -  (by Ana Silva) 
05/20/2022 -  (by Daiane) 
"
"30463","06/24/2022 - Sent friendly reminder email - 30 days (by Ana Silva) 
05/23/2022 - Sent initial letter via email (by Daiane) 
05/20/2022 -  (by Daiane) 
"
"30464","05/20/2022 - PRN/American Integrity - Xact Portal (by Kyle Bauer) 
"
"30465","06/30/2022 -  (by Cynthia) 
06/30/2022 -  (by Cynthia) 
05/25/2022 -  (by Daiane) 
"
"30466","05/23/2022 - No damaged was found. (by Daiane) 
"
"30467","05/23/2022 -  (by Daiane) 
"
"30468","05/23/2022 -  (by Daiane) 
"
"30470","05/23/2022 - No damaged was found (by Daiane) 
"
"30471","05/23/2022 - Sent initial letter via email (by Daiane) 
05/20/2022 -  (by Daiane) 
"
"30472","05/23/2022 - Per Nadal agreement price. (by Daiane) 
05/23/2022 -  (by Daiane) 
05/23/2022 -  (by Daiane) 
"
"30473","06/30/2022 -  (by Cynthia) 
06/30/2022 - FUNDS RECD (by Cynthia) 
05/25/2022 -  (by Daiane) 
"
"30474","06/27/2022 - Called Liberty Mutual to obtain adjuster information, rep transferred the call. Adjuster stated that she does not have any documentation for this invoice, neither was able to see if we were requested to assist with the claim. She asked to send documentation to her that she will put it on review. (by Ana Silva) 
06/27/2022 - Taxes removed from estimate. Sedgwick approved. (by Ana Silva) 
05/25/2022 - RECD EMAIL FROM ANDY.BEDELL@SEDGWICKREPAIR.COM: I collaborated the estimate to add the LM header and add the tax jurisdiction to the estimate. 

The Tarping/Board Up estimate in the amount of $1854.53 was to the adjuster. Final approval is subject to the adjuster's review. 

Thank you, (by Cynthia) 
05/24/2022 - Sent initial letter via email (by Daiane) 
05/23/2022 -  (by Daiane) 
"
"30475","06/29/2022 - Sent friendly email reminder - 30 days (by Ana Silva) 
05/25/2022 - Sent initial letter via email (by Daiane) 
05/24/2022 - Per Michelle approved invoice (by Daiane) 
05/24/2022 -  (by Daiane) 
"
"30476","05/23/2022 -  (by Ana Silva) 
"
"30477","06/29/2022 - Sent friendly email reminder - 30 days (by Ana Silva) 
05/26/2022 -  (by Daiane) 
"
"30479","05/23/2022 -  (by Daiane) 
"
"30480","06/30/2022 -  (by Cynthia) 
05/24/2022 -  (by Ana Silva) 
"
"30481","05/23/2022 -  (by Daiane) 
"
"30483","05/25/2022 - Billing letter mailed to the customer. (by Daiane) 
05/24/2022 -  (by Daiane) 
"
"30484","05/23/2022 -  (by Daiane) 
"
"30485","06/29/2022 - Sent friendly email reminder - 30 days (by Ana Silva) 
05/25/2022 - Billing letter mailed to the customer. (by Daiane) 
05/25/2022 - 34606 (by Daiane) 
05/24/2022 -  (by Daiane) 
"
"30486","06/30/2022 -  (by Cynthia) 
06/30/2022 - added note in alacrity for adjuster Kari w/asi (by Cynthia) 
05/25/2022 - Sent initial letter via email (by Daiane) 
05/24/2022 -  (by Daiane) 
05/23/2022 - HO was not home when our team arrived. The HO signed the WA via Docusign. (by Kyle Bauer) 
"
"30487","05/26/2022 - Initial billing letter mailed to the homeowner. (by Ana Silva) 
05/25/2022 -  (by Daiane) 
"
"30488","05/24/2022 -  (by Daiane) 
"
"30489","05/24/2022 -  (by Ana Silva) 
"
"30490","07/07/2022 - Called Keisha left a msg again. Also sent billing packet to the email in claims connect:  info+emlfab7537b8fc2@claims.sagesure.com (by Ana Silva) 
06/29/2022 - Called Sagesure Claims Serviced by Alacrity Desk Adjuster's Phone: (888) 339-0596 information found in claims connect, rep provided the DA Keisha Bellamy (214)396-7096 (she did not have email address), left a msg requesting pymt status. (by Ana Silva) 
06/29/2022 - Charla called back stating that she was able to find the claim but is with a different dpt, she will send an email for someone to follow up with us. (by Ana Silva) 
06/29/2022 - Called adjuster to check the status of pymt, he stated that he is a third party field adjuster, has nothing to do with pymt neither has access to the claim information/DA etc. Called SageSurge claims(877)842-0227 spoke with Charla, she was not able to find claim#, polcy#, homeowner. She took our ph number and will call us back. (by Ana Silva) 
05/25/2022 - Billing letter mailed to the customer. (by Daiane) 
05/24/2022 -  (by Daiane) 
"
"30491","06/29/2022 - Sent friendly email reminder - 30 days (by Ana Silva) 
05/24/2022 -  (by Daiane) 
"
"30492","06/27/2022 -  (by Ana Silva) 
05/24/2022 -  (by Daiane) 
"
"30493","06/28/2022 - Sent email to adjuster Ron requesting pymt status (by Ana Silva) 
05/24/2022 -  (by Daiane) 
"
"30494","05/26/2022 -  (by Daiane) 
"
"30496","05/31/2022 -  (by Daiane) 
"
"30497","05/25/2022 -  (by Daiane) 
"
"30498","06/29/2022 -  (by Ana Silva) 
05/25/2022 -  (by Ana Silva) 
"
"30499","05/26/2022 - Initital billing letter mailed to the homeowner. (by Ana Silva) 
05/25/2022 -  (by Daiane) 
"
"30500","06/09/2022 -  (by Daiane) 
"
"30501","06/28/2022 -  (by Ana Silva) 
05/25/2022 -  (by Daiane) 
"
"30502","05/26/2022 -  (by Daiane) 
"
"30505","06/29/2022 -  (by Ana Silva) 
05/26/2022 -  (by Daiane) 
"
"30506","06/29/2022 - Sent friendly email reminder - 30 days (by Ana Silva) 
05/26/2022 -  (by Ana Silva) 
"
"30508","06/30/2022 -  (by Cynthia) 
05/26/2022 -  (by Daiane) 
"
"30509","05/27/2022 - Sent initial letter via email (by Daiane) 
05/26/2022 -  (by Daiane) 
"
"30511","05/26/2022 -  (by Ana Silva) 
"
"30512","05/27/2022 - Sent initial letter via email (by Daiane) 
05/26/2022 -  (by Ana Silva) 
"
"30513","06/29/2022 -  (by Ana Silva) 
05/26/2022 -  (by Daiane) 
"
"30514","05/27/2022 - Sent initial letter via email (by Daiane) 
05/26/2022 -  (by Daiane) 
"
"30516","06/29/2022 -  (by Ana Silva) 
05/26/2022 -  (by Ana Silva) 
"
"30517","06/29/2022 -  (by Ana Silva) 
05/26/2022 -  (by Daiane) 
"
"30519","06/29/2022 -  (by Ana Silva) 
05/27/2022 -  (by Daiane) 
"
"30520","06/30/2022 -  (by Cynthia) 
05/27/2022 -  (by Daiane) 
"
"30522","05/27/2022 -  (by Daiane) 
"
"30523","05/27/2022 -  (by Daiane) 
"
"30524","06/29/2022 -  (by Ana Silva) 
05/27/2022 -  (by Daiane) 
"
"30525","05/31/2022 - Billing letter mailed to the customer. (by Daiane) 
05/27/2022 -  (by Daiane) 
"
"30526","05/31/2022 -  (by Daiane) 
"
"30527","06/01/2022 - Sent initial letter via email (by Daiane) 
05/31/2022 -  (by Ana Silva) 
"
"30528","06/01/2022 - Billing letter mailed to the customer. (by Daiane) 
05/31/2022 -  (by Daiane) 
"
"30530","05/31/2022 -  (by Daiane) 
"
"30531","05/27/2022 -  (by Daiane) 
"
"30533","06/01/2022 - Billing letter mailed to the customer. (by Daiane) 
05/31/2022 -  (by Daiane) 
"
"30534","07/06/2022 -  (by Cynthia) 
07/06/2022 - DENIED CLAIM WAITING ON FUNDS OF $1500.00 (by Cynthia) 
05/31/2022 -  (by Ana Silva) 
"
"30536","05/31/2022 -  (by Daiane) 
"
"30537","07/07/2022 - Sent friendly email reminder - 30 days (by Ana Silva) 
06/01/2022 - Billing letter mailed to the customer. (by Daiane) 
05/31/2022 - Revised by Michelle. (by Daiane) 
"
"30540","06/01/2022 - Billing letter mailed to the customer. (by Daiane) 
05/31/2022 -  (by Daiane) 
"
"30541","05/31/2022 -  (by Daiane) 
"
"30542","07/06/2022 -  (by Cynthia) 
07/06/2022 - ADDED NOTE IN ALACRITY FOR MANDY WYRICK REGARDING PAYMENT STATUS (by Cynthia) 
06/03/2022 - Requested to use the same invoice for jobs 30508/30542. (by Daiane) 
"
"30543","07/06/2022 -  (by Cynthia) 
06/13/2022 -  (by Cynthia) 
06/13/2022 - RECD NOTE FROM HWEBER@AIIFLORIDA.COM: Payment issued to PRN. Thanks (by Cynthia) 
06/01/2022 -  (by Daiane) 
05/31/2022 - Please bill for a trip charge. The HO declined to sign WA on-site as he couldn’t see what he was signing on the iPad. The HO requested I follow up with him tomorrow because he wants to speak with carrier about coverage. HO was sent WA via docusign. (by Kyle Bauer) 
"
"30545","06/02/2022 - Billing letter mailed to the customer. (by Daiane) 
06/01/2022 -  (by Daiane) 
"
"30546","06/01/2022 -  (by Daiane) 
05/31/2022 - When billing please put follow Heritage instructions ""On the 3rd work auth, please write on top, Insured refused to sign Work Auth for the 3rd time and upload that documents to CVM. "". (by Kyle Bauer) 
"
"30547","07/06/2022 -  (by Cynthia) 
07/06/2022 - PER NOTES FROM ALACRITY VIA JOSH KEATLEY W/TOWER HILL: 7/1 PAYMENT WAS SUBMITTED TODAY (by Cynthia) 
06/01/2022 -  (by Daiane) 
"
"30548","06/04/2022 -  (by Daiane) 
"
"30549","06/01/2022 -  (by Daiane) 
"
"30550","06/02/2022 - Sent initial letter via email (by Daiane) 
06/01/2022 -  (by Daiane) 
"
"30553","06/03/2022 - Billing letter mailed to the customer. (by Daiane) 
06/02/2022 -  (by Daiane) 
"
"30554","07/06/2022 - Sent billing packet to aprillambert@cnc-resource.com at Velocity to see what happens. (by Ana Silva) 
07/06/2022 - Paul called stating that we did the original job and billed directly the carrier (Velocity). He asked if we could bill them instead. If they don't pay he will pay (by Ana Silva) 
07/06/2022 - Sent friendly email reminder - 30 days (by Ana Silva) 
06/01/2022 -  (by Daiane) 
"
"30555","06/01/2022 -  (by Daiane) 
"
"30556","06/01/2022 -  (by Daiane) 
"
"30558","06/16/2022 -  (by Daiane) 
"
"30559","06/03/2022 - Billing letter mailed to the customer. (by Daiane) 
06/02/2022 -  (by Daiane) 
"
"30561","06/02/2022 -  (by Daiane) 
"
"30562","07/07/2022 -  (by Cynthia) 
06/02/2022 -  (by Daiane) 
"
"30563","06/07/2022 -  (by Daiane) 
"
"30564","06/15/2022 -  (by Daiane) 
"
"30565","06/02/2022 -  (by Daiane) 
"
"30567","06/03/2022 - Billing letter mailed to the customer. (by Daiane) 
06/02/2022 -  (by Daiane) 
"
"30568","06/03/2022 - Billing letter mailed to the customer. (by Daiane) 
06/02/2022 -  (by Daiane) 
"
"30569","06/07/2022 -  (by Ana Silva) 
"
"30571","06/07/2022 - Sent initial letter via email (by Daiane) 
06/06/2022 -  (by Daiane) 
"
"30573","06/03/2022 - Billed INV 11238 (by Daiane) 
"
"30574","06/03/2022 - Billed INV 11238 (by Daiane) 
"
"30575","06/03/2022 - Billed INV 11238 (by Daiane) 
"
"30576","06/03/2022 - Billed INV 11238 (by Daiane) 
"
"30577","06/03/2022 - Billed INV 11238 (by Daiane) 
"
"30578","06/03/2022 - Billed INV 11238 (by Daiane) 
"
"30579","06/03/2022 - Billed INV 11238 (by Daiane) 
"
"30580","06/02/2022 -  (by Daiane) 
"
"30581","06/03/2022 - Billed INV 11238 (by Daiane) 
"
"30582","06/03/2022 - Billed INV 11238 (by Daiane) 
"
"30583","06/03/2022 - Billed INV 11238 (by Daiane) 
"
"30584","06/03/2022 - Billed INV 11238 (by Daiane) 
"
